what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349399461227
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349399462332
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349399502969
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349399680655
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349400093659
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349400127994
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349400203782
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349400209514
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349400294792
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349400296691
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349400326982
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349400329086
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349400393459
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349400397866
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349400460116
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349400474788
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349400485701
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349400542228
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349400603492
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349400620724
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349400648206
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349400649587
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349400723750
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349400726649
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349400760005
