what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1348792937566
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348792942519
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348792987597
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348793013503
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1348793015018
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1348793017268
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348793034065
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348793034065
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348793034175
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348793062003
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1348793063753
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348793135752
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348793135752
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348793135877
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348793171236
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348793174471
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.ide.ant",1348793245486
stopped,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1348793245486
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1348793245501
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1348793245501
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.ui",1348793245501
stopped,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1348793245501
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1348793245517
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1348793245517
stopped,bundle,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui",1348793245814
