what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347939978177
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347939984607
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940000349
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940005299
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940006722
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940015751
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940020809
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940025496
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940028190
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940036335
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940038691
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940047110
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940055459
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940102608
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940106190
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1347940127113
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940148502
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940163766
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1347940178346
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940303644
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1347940422726
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1347940425617
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1347940436999
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1347940465561
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1347940471348
