what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349155518941
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349155558233
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349155559648
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1349155569618
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1349155570698
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349155579459
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349155635837
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349155684644
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349155761856
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349155768550
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349155791313
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349155868887
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349155912319
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349155919100
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349155929774
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349155985459
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349156005288
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349156070310
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349156094686
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349156103673
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349156104647
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349156201621
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349156233661
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349156274392
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349156286082
