what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346969908779
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346969913248
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346969917951
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346969917951
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346969918060
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346969923638
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346969957980
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346969971824
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346969986542
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970005573
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970006214
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970006792
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970069541
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970069541
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970069634
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970104227
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970118024
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970120336
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970125180
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970134180
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970158664
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970158758
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970177679
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970181804
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1346970185366
