what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856404689
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856405705
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856417111
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856417189
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856430767
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856430876
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1348856432580
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856442658
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856477470
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856478657
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856479751
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856482610
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856483470
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1348856484001
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856490767
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856491735
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856492954
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856493517
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856494954
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856495610
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856496954
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856497454
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856498704
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856499345
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348856501845
