what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349393999725
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394000649
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394001040
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349394039579
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349394054235
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349394115232
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349394160596
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349394162957
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349394164843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349394179681
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349394251314
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349394328972
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1349394379064
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349394478154
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1349394486546
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394493536
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394493896
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394494340
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394494700
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394495053
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394495419
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394495822
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394496413
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394496756
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1349394497388
