what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110499103
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110501158
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110502673
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110512989
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110523096
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110525359
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110613549
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110616684
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110617618
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110649557
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110654090
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110670158
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110676395
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110762777
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348110769862
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348110772918
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110778303
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348110837514
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110842305
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348110869139
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110876275
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348110892891
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1348110928590
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1348110928928
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1348110928959
